inventory_id,seller_id,product_id,quantity,unit_price,created_at,updated_at,additional_data
151,82,502,0,31.06,2023-05-13 16:34:02.096429,2023-11-23 16:34:02.096429,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-05-31', 'price': 30.71}, {'date': '2023-07-06', 'price': 31.04}, {'date': '2023-10-02', 'price': 33.42}, {'date': '2023-11-23', 'price': 31.06}], 'restock_date': '2025-05-11', 'discount_percent': 0, 'minimum_order_quantity': 1}"
152,82,140,175,93.13,2024-01-18 16:34:02.096446,2024-09-18 16:34:02.096446,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-02-04', 'price': 89.86}, {'date': '2024-03-23', 'price': 91.66}, {'date': '2024-05-09', 'price': 115.35}, {'date': '2024-07-06', 'price': 102.48}, {'date': '2024-09-18', 'price': 93.13}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
153,219,506,53,4.45,2023-07-08 16:34:02.096466,2023-11-27 16:34:02.096466,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-09-14', 'price': 4.32}, {'date': '2023-11-27', 'price': 4.45}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
154,22,145,0,1002.83,2025-01-16 16:34:02.096476,2025-06-17 16:34:02.096476,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2025-02-17', 'price': 697.16}, {'date': '2025-03-22', 'price': 869.21}, {'date': '2025-04-15', 'price': 1002.83}], 'restock_date': '2025-04-27', 'discount_percent': 0, 'minimum_order_quantity': 1}"
155,247,76,0,56.53,2024-02-06 16:34:02.096489,2024-10-24 16:34:02.096489,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-04-26', 'price': 53.14}, {'date': '2024-06-05', 'price': 44.49}, {'date': '2024-08-10', 'price': 44.0}, {'date': '2024-10-24', 'price': 56.53}], 'restock_date': '2025-05-07', 'discount_percent': 0, 'minimum_order_quantity': 1}"
156,36,477,2,2092.73,2024-03-02 16:34:02.096508,2024-11-08 16:34:02.096508,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-04-20', 'price': 1094.08}, {'date': '2024-06-25', 'price': 1308.41}, {'date': '2024-07-20', 'price': 1424.07}, {'date': '2024-08-14', 'price': 1834.99}, {'date': '2024-11-08', 'price': 2092.73}], 'restock_date': '2025-05-06', 'discount_percent': 14, 'minimum_order_quantity': 3}"
157,30,482,42,97.99,2023-11-08 16:34:02.096530,2023-11-08 16:34:02.096530,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 2}"
158,458,105,40,257.18,2023-09-05 16:34:02.096536,2024-04-03 16:34:02.096536,"{'stock_pattern': 'normal', 'price_history': [{'date': '2023-11-06', 'price': 221.53}, {'date': '2024-01-08', 'price': 227.4}, {'date': '2024-02-11', 'price': 255.61}, {'date': '2024-04-03', 'price': 257.18}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
159,17,93,46,161.45,2023-10-28 16:34:02.096549,2024-04-15 16:34:02.096549,"{'stock_pattern': 'normal', 'price_history': [{'date': '2023-12-28', 'price': 211.64}, {'date': '2024-02-03', 'price': 170.56}, {'date': '2024-02-24', 'price': 149.12}, {'date': '2024-04-15', 'price': 161.45}], 'restock_date': None, 'discount_percent': 24, 'minimum_order_quantity': 1}"
160,58,720,1,145.13,2023-07-11 16:34:02.096569,2024-01-02 16:34:02.096569,"{'stock_pattern': 'limited', 'price_history': [{'date': '2023-08-29', 'price': 134.89}, {'date': '2023-10-25', 'price': 151.08}, {'date': '2024-01-02', 'price': 145.13}], 'restock_date': '2025-05-16', 'discount_percent': 0, 'minimum_order_quantity': 1}"
161,79,260,6,88.99,2023-04-23 16:34:02.096584,2023-09-08 16:34:02.096584,"{'stock_pattern': 'limited', 'price_history': [{'date': '2023-06-10', 'price': 110.03}, {'date': '2023-07-16', 'price': 91.11}, {'date': '2023-08-10', 'price': 91.31}, {'date': '2023-09-08', 'price': 88.99}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
162,10,963,73,910.26,2023-08-10 16:34:02.096608,2024-03-31 16:34:02.096608,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-10-21', 'price': 554.2}, {'date': '2023-11-19', 'price': 649.4}, {'date': '2024-01-21', 'price': 768.6}, {'date': '2024-02-05', 'price': 936.72}, {'date': '2024-03-31', 'price': 910.26}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
163,215,308,33,89.38,2024-02-13 16:34:02.096627,2024-08-21 16:34:02.096627,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-05-03', 'price': 60.43}, {'date': '2024-06-21', 'price': 66.12}, {'date': '2024-07-10', 'price': 69.94}, {'date': '2024-08-21', 'price': 89.38}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
164,43,290,32,57.99,2025-02-20 16:34:02.096641,2025-02-20 16:34:02.096641,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
165,66,382,6,159.99,2023-07-23 16:34:02.096650,2023-07-23 16:34:02.096650,"{'stock_pattern': 'limited', 'price_history': [], 'restock_date': None, 'discount_percent': 3, 'minimum_order_quantity': 1}"
166,281,380,44,34.19,2023-10-13 16:34:02.096658,2024-06-06 16:34:02.096658,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-01-06', 'price': 30.61}, {'date': '2024-03-02', 'price': 33.62}, {'date': '2024-04-07', 'price': 28.18}, {'date': '2024-06-06', 'price': 34.19}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
167,53,53,0,1094.74,2024-06-11 16:34:02.096671,2025-03-01 16:34:02.096671,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-09-02', 'price': 755.9}, {'date': '2024-09-22', 'price': 939.11}, {'date': '2024-10-25', 'price': 1059.62}, {'date': '2025-01-01', 'price': 987.94}, {'date': '2025-03-01', 'price': 1094.74}], 'restock_date': '2025-05-04', 'discount_percent': 0, 'minimum_order_quantity': 1}"
168,85,871,125,14.45,2023-08-09 16:34:02.096698,2024-04-10 16:34:02.096698,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-10-24', 'price': 8.82}, {'date': '2024-01-17', 'price': 10.87}, {'date': '2024-02-19', 'price': 13.96}, {'date': '2024-04-10', 'price': 14.45}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
169,311,286,0,37.99,2023-12-09 16:34:02.096714,2023-12-09 16:34:02.096714,"{'stock_pattern': 'out_of_stock', 'price_history': [], 'restock_date': '2025-05-04', 'discount_percent': 0, 'minimum_order_quantity': 1}"
170,486,485,2,57.63,2024-09-13 16:34:02.096725,2025-01-31 16:34:02.096725,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-11-10', 'price': 53.37}, {'date': '2024-12-29', 'price': 51.88}, {'date': '2025-01-31', 'price': 57.63}], 'restock_date': '2025-05-17', 'discount_percent': 14, 'minimum_order_quantity': 1}"
171,174,634,0,24.75,2023-12-03 16:34:02.096747,2024-06-06 16:34:02.096747,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-01-29', 'price': 19.87}, {'date': '2024-03-26', 'price': 20.99}, {'date': '2024-06-06', 'price': 24.75}], 'restock_date': '2025-04-21', 'discount_percent': 0, 'minimum_order_quantity': 1}"
172,396,948,10,269.99,2025-03-16 16:34:02.096774,2025-03-16 16:34:02.096774,"{'stock_pattern': 'limited', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
173,214,340,47,900.76,2024-07-07 16:34:02.096783,2025-01-25 16:34:02.096783,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-07-25', 'price': 752.78}, {'date': '2024-09-13', 'price': 918.95}, {'date': '2024-12-04', 'price': 866.73}, {'date': '2025-01-25', 'price': 900.76}], 'restock_date': None, 'discount_percent': 23, 'minimum_order_quantity': 1}"
174,89,416,14,103.54,2024-02-02 16:34:02.096801,2024-03-04 16:34:02.096801,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-03-04', 'price': 103.54}], 'restock_date': None, 'discount_percent': 28, 'minimum_order_quantity': 2}"
175,7,673,0,221.27,2025-02-17 16:34:02.096816,2025-04-21 16:34:02.096816,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2025-04-02', 'price': 221.27}], 'restock_date': '2025-04-23', 'discount_percent': 0, 'minimum_order_quantity': 1}"
176,76,247,1,7.5,2023-04-28 16:34:02.096827,2023-07-14 16:34:02.096827,"{'stock_pattern': 'limited', 'price_history': [{'date': '2023-07-14', 'price': 7.5}], 'restock_date': '2025-05-02', 'discount_percent': 0, 'minimum_order_quantity': 1}"
177,76,467,157,1712.39,2024-12-31 16:34:02.096841,2025-03-25 16:34:02.096841,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2025-03-25', 'price': 1712.39}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
178,327,925,0,1109.26,2024-02-09 16:34:02.096858,2024-07-15 16:34:02.096858,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-03-04', 'price': 1180.14}, {'date': '2024-04-26', 'price': 1148.7}, {'date': '2024-07-15', 'price': 1109.26}], 'restock_date': '2025-05-01', 'discount_percent': 0, 'minimum_order_quantity': 1}"
179,83,725,70,1078.38,2023-06-15 16:34:02.096880,2024-01-31 16:34:02.096880,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-09-04', 'price': 888.0}, {'date': '2023-10-06', 'price': 744.16}, {'date': '2023-11-11', 'price': 935.73}, {'date': '2024-01-31', 'price': 1078.38}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
180,80,854,149,1357.78,2023-09-28 16:34:02.096903,2023-12-09 16:34:02.096903,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-11-04', 'price': 1047.05}, {'date': '2023-12-09', 'price': 1357.78}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
181,212,904,31,26.55,2023-05-04 16:34:02.096923,2023-06-09 16:34:02.096923,"{'stock_pattern': 'normal', 'price_history': [{'date': '2023-06-09', 'price': 26.55}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
182,215,93,4,284.67,2024-02-23 16:34:02.096930,2024-09-19 16:34:02.096930,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-05-03', 'price': 219.3}, {'date': '2024-06-03', 'price': 261.81}, {'date': '2024-08-18', 'price': 280.81}, {'date': '2024-09-19', 'price': 284.67}], 'restock_date': '2025-05-06', 'discount_percent': 0, 'minimum_order_quantity': 1}"
183,47,482,9,27.98,2025-02-18 16:34:02.096951,2025-06-23 16:34:02.096951,"{'stock_pattern': 'limited', 'price_history': [{'date': '2025-04-05', 'price': 27.98}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
184,334,231,162,149.85,2024-06-20 16:34:02.096960,2025-02-22 16:34:02.096960,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-08-18', 'price': 104.96}, {'date': '2024-10-19', 'price': 109.18}, {'date': '2024-12-16', 'price': 135.97}, {'date': '2025-01-22', 'price': 121.89}, {'date': '2025-02-22', 'price': 149.85}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
185,453,730,13,157.8,2023-09-23 16:34:02.096984,2024-01-12 16:34:02.096984,"{'stock_pattern': 'normal', 'price_history': [{'date': '2023-12-21', 'price': 124.18}, {'date': '2024-01-12', 'price': 157.8}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
186,445,685,3,229.99,2023-12-17 16:34:02.097002,2023-12-17 16:34:02.097002,"{'stock_pattern': 'limited', 'price_history': [], 'restock_date': '2025-04-28', 'discount_percent': 0, 'minimum_order_quantity': 1}"
187,10,781,6,75.5,2024-01-24 16:34:02.097018,2024-09-20 16:34:02.097018,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-03-07', 'price': 63.22}, {'date': '2024-05-18', 'price': 78.78}, {'date': '2024-07-30', 'price': 88.6}, {'date': '2024-09-20', 'price': 75.5}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
188,309,874,33,1960.37,2024-05-31 16:34:02.097042,2024-12-13 16:34:02.097042,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-08-12', 'price': 1622.06}, {'date': '2024-10-16', 'price': 1980.06}, {'date': '2024-12-13', 'price': 1960.37}], 'restock_date': None, 'discount_percent': 30, 'minimum_order_quantity': 1}"
189,275,687,160,83.86,2024-09-09 16:34:02.097061,2025-04-24 16:34:02.097061,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-10-16', 'price': 71.14}, {'date': '2024-11-09', 'price': 91.23}, {'date': '2024-12-14', 'price': 85.91}, {'date': '2025-02-09', 'price': 83.86}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
190,2,675,0,385.25,2023-06-29 16:34:02.097083,2023-11-21 16:34:02.097083,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-08-23', 'price': 338.31}, {'date': '2023-11-21', 'price': 385.25}], 'restock_date': '2025-04-27', 'discount_percent': 0, 'minimum_order_quantity': 1}"
191,8,499,0,39.64,2024-11-08 16:34:02.097099,2025-06-05 16:34:02.097099,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-11-29', 'price': 27.37}, {'date': '2025-01-14', 'price': 29.78}, {'date': '2025-02-01', 'price': 34.15}, {'date': '2025-03-18', 'price': 39.64}], 'restock_date': '2025-05-04', 'discount_percent': 24, 'minimum_order_quantity': 1}"
192,318,229,6,35.01,2024-04-25 16:34:02.097117,2024-09-15 16:34:02.097117,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-05-19', 'price': 22.11}, {'date': '2024-06-05', 'price': 28.15}, {'date': '2024-08-05', 'price': 34.04}, {'date': '2024-09-15', 'price': 35.01}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
193,140,469,18,267.93,2024-10-01 16:34:02.097136,2025-06-09 16:34:02.097136,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-12-13', 'price': 192.14}, {'date': '2025-02-06', 'price': 242.67}, {'date': '2025-04-08', 'price': 267.93}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
194,469,919,140,634.75,2024-04-02 16:34:02.097161,2024-12-10 16:34:02.097161,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-06-28', 'price': 709.5}, {'date': '2024-08-29', 'price': 576.62}, {'date': '2024-10-26', 'price': 554.77}, {'date': '2024-12-10', 'price': 634.75}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
195,444,84,0,63.99,2024-05-30 16:34:02.097174,2024-05-30 16:34:02.097174,"{'stock_pattern': 'out_of_stock', 'price_history': [], 'restock_date': '2025-05-06', 'discount_percent': 11, 'minimum_order_quantity': 1}"
196,496,320,6,93.72,2023-10-24 16:34:02.097184,2023-11-17 16:34:02.097184,"{'stock_pattern': 'limited', 'price_history': [{'date': '2023-11-17', 'price': 93.72}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
197,396,644,2,74.51,2024-04-26 16:34:02.097199,2024-05-18 16:34:02.097199,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-05-18', 'price': 74.51}], 'restock_date': '2025-04-20', 'discount_percent': 0, 'minimum_order_quantity': 1}"
198,220,645,0,204.07,2023-09-06 16:34:02.097215,2023-10-29 16:34:02.097215,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-10-29', 'price': 204.07}], 'restock_date': '2025-04-25', 'discount_percent': 0, 'minimum_order_quantity': 1}"
199,61,176,20,49.99,2024-05-31 16:34:02.097225,2024-05-31 16:34:02.097225,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
200,51,791,0,5.49,2025-02-25 16:34:02.097239,2025-05-09 16:34:02.097239,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2025-04-13', 'price': 5.49}], 'restock_date': '2025-05-15', 'discount_percent': 0, 'minimum_order_quantity': 3}"
201,462,168,172,188.22,2025-01-16 16:34:02.097250,2025-04-20 16:34:02.097250,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2025-02-03', 'price': 188.22}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
202,34,819,3,296.69,2024-12-21 16:34:02.097267,2025-05-22 16:34:02.097267,"{'stock_pattern': 'limited', 'price_history': [{'date': '2025-01-16', 'price': 281.02}, {'date': '2025-02-14', 'price': 253.47}, {'date': '2025-04-08', 'price': 296.69}], 'restock_date': '2025-04-27', 'discount_percent': 0, 'minimum_order_quantity': 1}"
203,220,70,4,958.89,2024-01-02 16:34:02.097281,2024-07-28 16:34:02.097281,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-02-08', 'price': 1233.77}, {'date': '2024-04-17', 'price': 1324.37}, {'date': '2024-05-13', 'price': 1182.42}, {'date': '2024-06-27', 'price': 1117.6}, {'date': '2024-07-28', 'price': 958.89}], 'restock_date': '2025-04-22', 'discount_percent': 24, 'minimum_order_quantity': 1}"
204,22,904,9,24.58,2024-12-15 16:34:02.097308,2025-06-09 16:34:02.097308,"{'stock_pattern': 'limited', 'price_history': [{'date': '2025-03-15', 'price': 24.58}], 'restock_date': None, 'discount_percent': 19, 'minimum_order_quantity': 1}"
205,394,51,47,23.17,2024-03-15 16:34:02.097316,2024-04-23 16:34:02.097316,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-04-23', 'price': 23.17}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
206,367,36,2,875.38,2024-02-12 16:34:02.097322,2024-09-10 16:34:02.097322,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-03-24', 'price': 736.93}, {'date': '2024-04-27', 'price': 675.58}, {'date': '2024-07-06', 'price': 838.06}, {'date': '2024-09-10', 'price': 875.38}], 'restock_date': '2025-04-28', 'discount_percent': 0, 'minimum_order_quantity': 1}"
207,17,933,0,77.99,2023-08-21 16:34:02.097348,2023-08-21 16:34:02.097348,"{'stock_pattern': 'out_of_stock', 'price_history': [], 'restock_date': '2025-05-08', 'discount_percent': 16, 'minimum_order_quantity': 1}"
208,228,297,30,24.99,2024-10-08 16:34:02.097358,2024-10-08 16:34:02.097358,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
209,69,975,144,217.84,2024-12-31 16:34:02.097374,2025-05-26 16:34:02.097374,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2025-03-22', 'price': 217.84}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
210,247,464,89,16.74,2023-12-05 16:34:02.097386,2024-01-17 16:34:02.097386,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-01-17', 'price': 16.74}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
211,30,403,22,245.94,2023-05-22 16:34:02.097397,2024-01-17 16:34:02.097397,"{'stock_pattern': 'normal', 'price_history': [{'date': '2023-06-13', 'price': 162.8}, {'date': '2023-08-23', 'price': 209.73}, {'date': '2023-09-10', 'price': 267.84}, {'date': '2023-12-07', 'price': 296.24}, {'date': '2024-01-17', 'price': 245.94}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
212,3,353,153,5044.28,2023-07-09 16:34:02.097417,2023-08-10 16:34:02.097417,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-08-10', 'price': 5044.28}], 'restock_date': None, 'discount_percent': 22, 'minimum_order_quantity': 1}"
213,7,504,30,689.99,2025-02-20 16:34:02.097429,2025-02-20 16:34:02.097429,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 3}"
214,12,572,0,515.79,2024-05-18 16:34:02.097441,2024-06-05 16:34:02.097441,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-06-05', 'price': 515.79}], 'restock_date': '2025-05-01', 'discount_percent': 0, 'minimum_order_quantity': 1}"
215,246,300,188,365.64,2023-06-20 16:34:02.097454,2024-03-14 16:34:02.097454,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-07-26', 'price': 248.85}, {'date': '2023-09-21', 'price': 273.71}, {'date': '2023-10-06', 'price': 334.03}, {'date': '2023-12-23', 'price': 298.37}, {'date': '2024-03-14', 'price': 365.64}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
216,497,144,190,16.49,2024-11-22 16:34:02.097473,2025-06-01 16:34:02.097473,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2025-01-29', 'price': 13.09}, {'date': '2025-03-12', 'price': 16.49}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
217,60,438,0,123.11,2023-09-06 16:34:02.097487,2024-05-30 16:34:02.097487,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-11-22', 'price': 116.7}, {'date': '2024-02-17', 'price': 142.44}, {'date': '2024-03-27', 'price': 124.31}, {'date': '2024-05-11', 'price': 132.51}, {'date': '2024-05-30', 'price': 123.11}], 'restock_date': '2025-04-26', 'discount_percent': 0, 'minimum_order_quantity': 1}"
218,281,318,0,237.12,2023-10-07 16:34:02.097523,2024-03-24 16:34:02.097523,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-12-22', 'price': 267.08}, {'date': '2024-02-09', 'price': 226.79}, {'date': '2024-03-24', 'price': 237.12}], 'restock_date': '2025-04-21', 'discount_percent': 12, 'minimum_order_quantity': 1}"
219,215,340,93,1829.99,2025-02-09 16:34:02.097539,2025-02-09 16:34:02.097539,"{'stock_pattern': 'overstocked', 'price_history': [], 'restock_date': None, 'discount_percent': 16, 'minimum_order_quantity': 1}"
220,275,105,27,214.08,2023-12-26 16:34:02.097544,2024-03-19 16:34:02.097544,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-03-19', 'price': 214.08}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
221,97,913,14,452.16,2024-12-05 16:34:02.097562,2025-03-19 16:34:02.097562,"{'stock_pattern': 'normal', 'price_history': [{'date': '2025-02-07', 'price': 365.02}, {'date': '2025-03-19', 'price': 452.16}], 'restock_date': None, 'discount_percent': 16, 'minimum_order_quantity': 1}"
222,115,766,31,64.15,2024-06-16 16:34:02.097580,2024-12-08 16:34:02.097580,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-08-14', 'price': 42.65}, {'date': '2024-09-20', 'price': 49.93}, {'date': '2024-12-08', 'price': 64.15}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
223,59,511,0,23.52,2025-02-20 16:34:02.097596,2025-04-13 16:34:02.097596,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2025-04-13', 'price': 23.52}], 'restock_date': '2025-05-10', 'discount_percent': 21, 'minimum_order_quantity': 1}"
224,86,867,155,589.81,2024-01-21 16:34:02.097615,2024-11-02 16:34:02.097615,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-02-22', 'price': 394.23}, {'date': '2024-03-27', 'price': 503.92}, {'date': '2024-06-16', 'price': 497.98}, {'date': '2024-09-14', 'price': 515.8}, {'date': '2024-11-02', 'price': 589.81}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
225,210,761,7,79.12,2024-03-08 16:34:02.097641,2024-11-20 16:34:02.097641,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-03-30', 'price': 74.99}, {'date': '2024-05-25', 'price': 91.4}, {'date': '2024-08-05', 'price': 74.1}, {'date': '2024-11-02', 'price': 66.46}, {'date': '2024-11-20', 'price': 79.12}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 3}"
226,92,33,14,35.0,2023-06-15 16:34:02.097657,2023-11-23 16:34:02.097657,"{'stock_pattern': 'normal', 'price_history': [{'date': '2023-09-09', 'price': 29.01}, {'date': '2023-11-23', 'price': 35.0}], 'restock_date': None, 'discount_percent': 22, 'minimum_order_quantity': 1}"
227,245,950,197,35.24,2024-05-11 16:34:02.097678,2024-07-10 16:34:02.097678,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-07-10', 'price': 35.24}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
228,349,337,85,1613.56,2024-03-22 16:34:02.097688,2024-06-13 16:34:02.097688,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-04-22', 'price': 1794.56}, {'date': '2024-05-28', 'price': 1884.73}, {'date': '2024-06-13', 'price': 1613.56}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
229,17,663,0,6.23,2023-08-04 16:34:02.097707,2024-03-13 16:34:02.097707,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-09-24', 'price': 4.59}, {'date': '2023-11-18', 'price': 5.01}, {'date': '2024-01-01', 'price': 4.79}, {'date': '2024-01-31', 'price': 5.79}, {'date': '2024-03-13', 'price': 6.23}], 'restock_date': '2025-05-15', 'discount_percent': 8, 'minimum_order_quantity': 1}"
230,275,620,0,709.99,2023-04-20 16:34:02.097731,2023-04-20 16:34:02.097731,"{'stock_pattern': 'out_of_stock', 'price_history': [], 'restock_date': '2025-04-20', 'discount_percent': 0, 'minimum_order_quantity': 1}"
231,26,128,136,10.99,2024-07-17 16:34:02.097739,2024-07-17 16:34:02.097739,"{'stock_pattern': 'overstocked', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
232,336,308,73,214.85,2024-09-23 16:34:02.097747,2025-05-12 16:34:02.097747,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-11-08', 'price': 200.9}, {'date': '2025-01-06', 'price': 238.46}, {'date': '2025-03-31', 'price': 214.85}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
233,219,730,153,259.99,2023-08-29 16:34:02.097767,2023-08-29 16:34:02.097767,"{'stock_pattern': 'overstocked', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
234,158,906,146,40.99,2023-11-22 16:34:02.097782,2023-11-22 16:34:02.097782,"{'stock_pattern': 'overstocked', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
235,334,133,43,32.33,2025-01-04 16:34:02.097787,2025-06-24 16:34:02.097787,"{'stock_pattern': 'normal', 'price_history': [{'date': '2025-01-19', 'price': 37.57}, {'date': '2025-04-17', 'price': 32.33}], 'restock_date': None, 'discount_percent': 9, 'minimum_order_quantity': 1}"
236,65,260,0,414.24,2024-12-04 16:34:02.097799,2025-05-20 16:34:02.097799,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2025-02-21', 'price': 414.24}], 'restock_date': '2025-05-03', 'discount_percent': 0, 'minimum_order_quantity': 1}"
237,77,894,0,803.47,2023-05-03 16:34:02.097818,2024-01-14 16:34:02.097818,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-07-26', 'price': 528.45}, {'date': '2023-09-22', 'price': 679.08}, {'date': '2023-10-30', 'price': 625.15}, {'date': '2024-01-14', 'price': 803.47}], 'restock_date': '2025-05-06', 'discount_percent': 0, 'minimum_order_quantity': 1}"
