cart_id,product_id,seller_id,quantity,price_at_addition,added_at,additional_data
53,883,158,1,934.33,2025-04-13 16:34:02.349466,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
54,201,192,1,453.83,2025-04-15 16:34:02.349469,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
54,818,43,1,179.03,2025-04-16 16:34:02.349472,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': '表示主要来自能够.', 'coupon_applied': False, 'coupon_discount': 0}"
54,352,349,1,323.99,2025-04-17 16:34:02.349479,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.16}"
55,660,245,1,37.59,2025-04-14 16:34:02.349482,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
56,825,41,1,1658.76,2025-04-16 16:34:02.349485,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
56,65,5,1,63.02,2025-04-11 16:34:02.349488,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
56,965,459,1,494.99,2025-04-11 16:34:02.349490,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
56,221,458,1,1127.15,2025-04-17 16:34:02.349493,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
56,630,444,3,132.3,2025-04-16 16:34:02.349495,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.16}"
57,511,168,1,30.64,2025-04-16 16:34:02.349499,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
57,656,414,1,1770.72,2025-04-15 16:34:02.349502,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
57,439,86,1,38.99,2025-04-14 16:34:02.349504,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
58,805,14,1,7.88,2025-04-12 16:34:02.349508,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
58,567,53,1,9.03,2025-04-17 16:34:02.349511,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
58,202,69,3,31.28,2025-04-14 16:34:02.349513,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.12}"
58,649,69,1,5.04,2025-04-15 16:34:02.349516,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.16}"
58,576,10,2,71.26,2025-04-13 16:34:02.349519,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
58,168,462,1,188.22,2025-04-11 16:34:02.349522,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.11}"
58,833,252,5,25.22,2025-04-16 16:34:02.349525,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
58,516,84,2,1658.31,2025-04-14 16:34:02.349528,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
58,284,241,1,19.12,2025-04-14 16:34:02.349531,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
59,411,339,1,11.5,2025-04-11 16:34:02.349534,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
60,18,25,3,5.96,2025-04-12 16:34:02.349538,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
60,913,97,3,452.16,2025-04-14 16:34:02.349540,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.15}"
60,499,62,1,78.44,2025-04-17 16:34:02.349543,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
61,97,273,2,14.83,2025-04-12 16:34:02.349546,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
61,674,115,1,118.93,2025-04-17 16:34:02.349553,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.17}"
61,388,353,1,56.99,2025-04-11 16:34:02.349556,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
62,549,219,3,105.14,2025-04-16 16:34:02.349559,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
62,54,486,2,301.09,2025-04-11 16:34:02.349562,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
62,735,290,2,23.01,2025-04-12 16:34:02.349564,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
63,370,32,1,33.76,2025-04-17 16:34:02.349568,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
63,438,394,1,62.37,2025-04-14 16:34:02.349571,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
63,849,459,1,155.31,2025-04-12 16:34:02.349573,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
64,732,63,1,1474.4,2025-04-11 16:34:02.349577,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.19}"
64,749,469,3,54.46,2025-04-15 16:34:02.349579,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.12}"
64,906,88,1,108.51,2025-04-15 16:34:02.349582,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
65,398,51,3,22.8,2025-04-14 16:34:02.349585,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
66,974,252,1,28.32,2025-04-14 16:34:02.349589,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
66,812,4,1,9.17,2025-04-17 16:34:02.349591,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': '職人敵転倒スキームメニュー。', 'coupon_applied': False, 'coupon_discount': 0}"
66,445,217,1,37.01,2025-04-13 16:34:02.349599,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.09}"
67,355,228,1,30.72,2025-04-13 16:34:02.349602,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.1}"
68,486,192,1,109.99,2025-04-12 16:34:02.349606,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
68,455,54,1,407.99,2025-04-11 16:34:02.349608,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
68,337,349,1,1613.56,2025-04-13 16:34:02.349611,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.07}"
68,670,81,3,254.99,2025-04-15 16:34:02.349613,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
68,495,174,1,91.15,2025-04-13 16:34:02.349616,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
68,262,43,1,25.99,2025-04-15 16:34:02.349619,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.15}"
69,862,82,2,311.46,2025-04-16 16:34:02.349622,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
70,251,102,1,23.99,2025-04-16 16:34:02.349625,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
70,193,412,1,265.84,2025-04-14 16:34:02.349628,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
71,188,445,1,59.64,2025-04-14 16:34:02.349632,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
71,128,26,1,8.79,2025-04-11 16:34:02.349635,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.17}"
72,732,63,2,1228.66,2025-04-16 16:34:02.349638,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
73,444,19,1,70.3,2025-04-12 16:34:02.349641,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.14}"
73,454,168,1,171.55,2025-04-13 16:34:02.349644,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.19}"
73,608,58,1,38.69,2025-04-17 16:34:02.349647,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.17}"
74,356,29,1,151.41,2025-04-14 16:34:02.349651,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
74,102,46,1,187.49,2025-04-13 16:34:02.349653,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': 'Laufen ins nimmt sitzen stark mal.', 'coupon_applied': False, 'coupon_discount': 0}"
74,663,81,2,8.43,2025-04-12 16:34:02.349660,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
75,11,49,1,3.81,2025-04-17 16:34:02.349664,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.12}"
75,678,66,1,946.42,2025-04-14 16:34:02.349666,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
75,725,87,1,1826.99,2025-04-15 16:34:02.349670,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
75,697,84,2,76.64,2025-04-11 16:34:02.349672,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.09}"
75,827,149,2,8.91,2025-04-17 16:34:02.349675,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
75,380,281,1,23.93,2025-04-14 16:34:02.349677,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
75,66,354,1,405.0,2025-04-16 16:34:02.349680,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.18}"
75,627,213,1,7.7,2025-04-17 16:34:02.349683,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
76,486,192,1,109.99,2025-04-11 16:34:02.349686,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
77,742,201,2,119.99,2025-04-12 16:34:02.349689,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.15}"
77,33,49,1,82.56,2025-04-15 16:34:02.349692,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.19}"
77,7,83,1,62.76,2025-04-14 16:34:02.349695,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
78,133,83,1,16.72,2025-04-13 16:34:02.349698,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
79,954,3,1,134.99,2025-04-11 16:34:02.349702,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
80,353,19,1,233.44,2025-04-11 16:34:02.349705,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
81,950,245,1,24.67,2025-04-17 16:34:02.349708,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
81,299,87,2,9.38,2025-04-17 16:34:02.349711,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.12}"
82,418,74,1,21.11,2025-04-14 16:34:02.349714,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
82,887,281,1,167.2,2025-04-12 16:34:02.349717,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
82,323,79,3,47.45,2025-04-15 16:34:02.349719,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
83,388,353,1,75.99,2025-04-17 16:34:02.349723,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
83,554,46,4,13.05,2025-04-16 16:34:02.349725,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
83,974,348,1,153.19,2025-04-17 16:34:02.349728,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': '女人组织图片会员得到.', 'coupon_applied': False, 'coupon_discount': 0}"
83,924,90,1,18.68,2025-04-12 16:34:02.349735,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
83,695,76,1,434.1,2025-04-12 16:34:02.349738,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
83,230,469,1,14.57,2025-04-13 16:34:02.349741,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
83,242,53,4,15.49,2025-04-13 16:34:02.349744,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
83,247,76,1,3.75,2025-04-12 16:34:02.349746,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
83,390,64,1,315.0,2025-04-13 16:34:02.349749,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
84,471,34,2,35.99,2025-04-12 16:34:02.349752,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
84,6,31,3,229.41,2025-04-15 16:34:02.349755,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
85,932,300,1,50.44,2025-04-17 16:34:02.349758,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': 'Promettre satisfaire bientôt presser habitude prévenir existence.', 'coupon_applied': True, 'coupon_discount': 0}"
86,918,12,1,537.66,2025-04-17 16:34:02.349768,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
86,130,287,1,725.23,2025-04-14 16:34:02.349770,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
87,27,20,1,53.87,2025-04-12 16:34:02.349774,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
87,673,19,1,506.64,2025-04-11 16:34:02.349777,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
88,980,174,1,369.01,2025-04-13 16:34:02.349794,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
88,260,71,1,232.75,2025-04-07 16:34:02.349798,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.14}"
88,991,72,1,112.01,2025-04-10 16:34:02.349801,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
89,547,47,1,972.66,2025-04-11 16:34:02.349804,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.17}"
90,706,1,1,194.22,2025-04-17 16:34:02.349808,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
91,813,55,3,289.19,2025-04-11 16:34:02.349811,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
91,760,348,2,35.56,2025-04-17 16:34:02.349814,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.06}"
91,212,459,1,23.37,2025-04-13 16:34:02.349817,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
92,252,245,1,295.0,2025-04-17 16:34:02.349820,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
92,806,72,1,19.59,2025-04-14 16:34:02.349822,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
93,963,21,3,90.49,2025-04-15 16:34:02.349825,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.14}"
94,630,444,2,119.07,2025-04-11 16:34:02.349829,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
94,797,218,3,186.41,2025-04-13 16:34:02.349831,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
94,134,38,1,41.29,2025-04-17 16:34:02.349834,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
95,66,354,3,728.99,2025-04-13 16:34:02.349837,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
95,561,220,1,3.2,2025-04-17 16:34:02.349840,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
96,286,49,1,62.46,2025-04-17 16:34:02.349843,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.18}"
96,323,79,1,42.71,2025-04-13 16:34:02.349846,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
96,572,199,1,1607.99,2025-04-12 16:34:02.349849,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
96,371,290,1,8.57,2025-04-15 16:34:02.349851,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
96,616,60,2,1306.72,2025-04-11 16:34:02.349854,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
96,528,69,1,8.37,2025-04-11 16:34:02.349857,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
96,283,444,1,101.67,2025-04-14 16:34:02.349859,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
96,310,77,1,92.81,2025-04-11 16:34:02.349862,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': 'テント緩む野球ソース月。', 'coupon_applied': True, 'coupon_discount': 0}"
97,257,219,1,21.87,2025-04-11 16:34:02.349869,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
98,730,4,1,518.11,2025-04-14 16:34:02.349873,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.07}"
99,439,86,1,31.19,2025-04-17 16:34:02.349876,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.14}"
100,36,219,1,277.67,2025-04-15 16:34:02.349879,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
100,602,32,1,103.2,2025-04-15 16:34:02.349883,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
101,852,168,2,1004.99,2025-04-14 16:34:02.349887,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
101,55,192,1,32.01,2025-04-11 16:34:02.349889,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.13}"
101,486,212,1,44.09,2025-04-12 16:34:02.349892,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.1}"
101,467,164,1,1553.14,2025-04-11 16:34:02.349895,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
101,653,27,1,44.32,2025-04-14 16:34:02.349897,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
101,631,55,1,82.49,2025-04-16 16:34:02.349900,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.17}"
101,539,327,1,8.99,2025-04-11 16:34:02.349903,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
101,828,381,1,54.15,2025-04-16 16:34:02.349905,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
102,413,75,1,65.76,2025-04-17 16:34:02.349909,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.07}"
102,697,309,3,58.49,2025-04-15 16:34:02.349912,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
102,670,334,1,606.42,2025-04-13 16:34:02.349914,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
103,789,83,2,13.98,2025-04-14 16:34:02.349917,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
104,90,49,1,62.0,2025-04-12 16:34:02.349921,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.13}"
104,82,218,2,379.99,2025-04-13 16:34:02.349924,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
105,695,16,1,37.45,2025-04-14 16:34:02.349927,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
106,297,228,1,18.74,2025-04-17 16:34:02.349935,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.05}"
107,506,281,1,6.3,2025-04-14 16:34:02.349938,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
108,623,383,3,7.23,2025-04-17 16:34:02.349941,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.14}"
109,589,327,1,169.99,2025-04-17 16:34:02.349945,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
109,860,395,1,64.77,2025-04-17 16:34:02.349951,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.1}"
109,464,85,1,18.75,2025-04-11 16:34:02.349954,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
109,390,64,1,440.99,2025-04-13 16:34:02.349957,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
109,628,24,1,2405.91,2025-04-16 16:34:02.349959,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
109,18,247,1,2.44,2025-04-14 16:34:02.349962,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
109,874,49,4,391.99,2025-04-13 16:34:02.349964,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
109,340,367,2,1047.62,2025-04-16 16:34:02.349967,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.19}"
109,320,496,1,74.98,2025-04-15 16:34:02.349969,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
110,456,66,1,15.41,2025-04-12 16:34:02.349973,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
110,913,1,1,357.37,2025-04-13 16:34:02.349975,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
111,683,457,1,575.09,2025-04-17 16:34:02.349979,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.17}"
111,6,7,1,29.24,2025-04-17 16:34:02.349981,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
112,356,81,1,13.03,2025-04-13 16:34:02.349984,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
113,187,8,1,31.34,2025-04-15 16:34:02.349987,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
113,859,219,1,63.79,2025-04-12 16:34:02.349990,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
113,678,66,2,1183.03,2025-04-17 16:34:02.349993,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.19}"
114,36,219,1,370.23,2025-04-16 16:34:02.349996,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
